,len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,Label,URL
4888,36.0,2.0,0.0,1.0,1.0,0.0,35.0,3.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://hecubalaspoesjdiekd.dynamic-dns.net/
4889,223.0,3.0,1.0,0.0,27.0,3.0,21.0,2.0,3.0,0.0,17.0,10.0,11.0,7.666666666666667,0.0,9.0,1.0,0.0,166.0,3.0,64.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://mereliverystables.com/user1/alibaba/alibaba.com/login.php?cmd=login_submit&amp;id=3b73d56fe58b2b47c5132ecf3af8f91a3b73d56fe58b2b47c5132ecf3af8f91a&amp;session=3b73d56fe58b2b47c5132ecf3af8f91a3b73d56fe58b2b47c5132ecf3af8f91a
4890,14.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://ulvis.net/PL7I
4891,25.0,2.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,12.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://betasus20213.blogspot.com
4892,26.0,2.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0,12.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://betasus20213.blogspot.com/
4893,26.0,2.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0,12.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://betasus20211.blogspot.com/
4894,25.0,2.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,12.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://betasus20211.blogspot.com
4895,79.0,2.0,0.0,1.0,38.0,3.0,17.0,2.0,3.0,0.0,13.0,8.0,13.0,11.333333333333334,0.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://nasih-network.com/wp-includes/random_compat/chromatone/tellurite_wileproof.html
4896,131.0,2.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,5.0,3.6666666666666665,0.0,0.0,0.0,8.0,0.0,0.0,109.0,7.0,41.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://api.bdisl.com/redirect?s=857592&amp;at=4&amp;rt=api&amp;o=96668170&amp;s1=2b94eb26dd71a6e0-5ea5961f20937a71e917f602&amp;s2=&amp;s3=
4897,131.0,2.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,5.0,3.6666666666666665,0.0,0.0,0.0,8.0,0.0,0.0,109.0,7.0,41.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://api.bdisl.com/redirect?s=857592&amp;at=4&amp;rt=api&amp;o=96574574&amp;s1=d2cb2653d154e850-5ea5960ca629f275326f9e81&amp;s2=&amp;s3=
4898,105.0,2.0,0.0,0.0,68.0,4.0,15.0,3.0,4.0,0.0,6.0,4.333333333333333,56.0,15.75,0.0,8.0,0.0,0.0,14.0,1.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://docs.google.com/forms/d/e/1FAIpQLSdpU1i7OOfsPlO-eElVVqm_xfG1_9yeRqQePyYA-hudhBhSkw/viewform?usp=send_form
4899,27.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://forms.gle/Kjagho44WWBoXFrV7
4900,27.0,1.0,0.0,2.0,1.0,0.0,26.0,2.0,0.0,0.0,22.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://my-paypal-verification.com/
4901,21.0,1.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,10.0,6.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://verifedby3.com/ppmobo
4902,22.0,1.0,0.0,0.0,8.0,1.0,14.0,2.0,1.0,0.0,10.0,6.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://verifedby3.com/ppmobo/
4903,22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://whatsappjoins.4dq.com/
4904,14.0,1.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://wwwhjdc48.com/
4905,164.0,1.0,1.0,0.0,35.0,6.0,17.0,2.0,6.0,0.0,13.0,8.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,112.0,3.0,40.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://lucidfestival.com/wp-admin/network/icl/oud/setA/app/?app=login-detail&amp;session=44bebb5268e9d594fa5a56c23e3d877e&amp;wait=14a6a4d36af0598d31b0df0c6065a34d34a791b1
4906,223.0,3.0,1.0,0.0,27.0,3.0,21.0,2.0,3.0,0.0,17.0,10.0,11.0,7.666666666666667,0.0,9.0,1.0,0.0,166.0,3.0,64.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://mereliverystables.com/user1/alibaba/alibaba.com/login.php?cmd=login_submit&amp;id=c5e026bd80f2572150f9f87f32b63fc3c5e026bd80f2572150f9f87f32b63fc3&amp;session=c5e026bd80f2572150f9f87f32b63fc3c5e026bd80f2572150f9f87f32b63fc3
4907,41.0,2.0,0.0,0.0,23.0,2.0,8.0,2.0,2.0,0.0,5.0,3.5,11.0,10.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://elpla.pl/wp-includes/SimplePie/Source.php
4908,43.0,2.0,0.0,0.0,23.0,2.0,8.0,2.0,2.0,0.0,5.0,3.5,11.0,10.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://elpla.pl/wp-includes/SimplePie/Sanitize.php
4909,41.0,2.0,0.0,0.0,23.0,2.0,8.0,2.0,2.0,0.0,5.0,3.5,11.0,10.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://elpla.pl/wp-includes/SimplePie/Parser.php
4910,39.0,2.0,0.0,0.0,23.0,2.0,8.0,2.0,2.0,0.0,5.0,3.5,11.0,10.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://elpla.pl/wp-includes/SimplePie/File.php
4911,44.0,2.0,0.0,0.0,23.0,2.0,8.0,2.0,2.0,0.0,5.0,3.5,11.0,10.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://elpla.pl/wp-includes/SimplePie/Enclosure.php
4912,41.0,2.0,0.0,0.0,23.0,2.0,8.0,2.0,2.0,0.0,5.0,3.5,11.0,10.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://elpla.pl/wp-includes/SimplePie/Credit.php
4913,18.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,7.0,4.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://rebrand.ly/w1lrupp
4914,53.0,8.0,0.0,0.0,17.0,2.0,29.0,7.0,2.0,0.0,6.0,3.2857142857142856,8.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://up.rev.ref.rbzqvn.ahis.com.bd/.fkgjf/.fkdkgjf/?RbzqVN
4915,34.0,1.0,0.0,0.0,12.0,1.0,15.0,2.0,1.0,0.0,11.0,7.0,10.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://jobbeengine.com/wp-content/upgrade
4916,23.0,2.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://depgrup.com/cutter.html
4917,27.0,1.0,0.0,0.0,16.0,2.0,9.0,2.0,2.0,0.0,6.0,4.0,7.0,6.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://faktor.rs/nasulaz/images/cp
4918,24.0,2.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,11.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://betasus2021.blogspot.com
4919,85.0,1.0,1.0,0.0,70.0,6.0,9.0,2.0,6.0,0.0,6.0,4.0,23.0,10.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://enorma.is/includes/Update/cs/customer_center/xBanana-MotherFucker461/myaccount/signin
4920,35.0,2.0,0.0,0.0,12.0,1.0,11.0,2.0,1.0,0.0,6.0,5.0,10.0,10.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://bliiss.shop/webservice/htaccess.php
4921,47.0,4.0,1.0,0.0,15.0,2.0,9.0,2.0,2.0,0.0,5.0,4.0,10.0,6.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rnb51.com/bv/mweb.co.za/My%20Email%20Login.html
4922,31.0,2.0,0.0,1.0,1.0,0.0,30.0,3.0,0.0,0.0,17.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://alservic-tirmiles.blogspot.com/
4923,105.0,2.0,0.0,0.0,68.0,4.0,15.0,3.0,4.0,0.0,6.0,4.333333333333333,56.0,15.75,0.0,8.0,0.0,0.0,14.0,1.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://docs.google.com/forms/d/e/1FAIpQLScfYiCBV-xnr6UYvDqyouXnbIsB04jQXmVY4P_rJesBL8HZwQ/viewform?usp=send_form
4924,27.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://forms.gle/8tAUEve2TN3ry2Cx7
4925,25.0,2.0,0.0,1.0,1.0,0.0,24.0,3.0,0.0,0.0,11.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://backend-htz.letundra.com/
4926,28.0,1.0,0.0,0.0,19.0,3.0,9.0,2.0,3.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://faktor.rs/nasulaz/images/cp/
4927,81.0,1.0,0.0,0.0,61.0,6.0,20.0,2.0,6.0,0.0,16.0,9.5,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://ensemblearsmundi.com/wp-content/plugins/nivo-image-slider/themes/light/oliprance/
4928,48.0,2.0,1.0,0.0,20.0,3.0,20.0,3.0,3.0,0.0,12.0,6.0,9.0,5.333333333333333,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.equalchances.org/net/page/myaccount/settings
4929,66.0,1.0,0.0,0.0,18.0,3.0,14.0,2.0,3.0,0.0,10.0,6.5,7.0,4.666666666666667,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://vmorefraud.com/neaca/newyear/xb/012962f7ce4c0854415e6bd26453556=3D
4930,49.0,2.0,1.0,0.0,29.0,4.0,20.0,3.0,4.0,0.0,12.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.equalchances.org/net/page/myaccount/settings/
4931,49.0,3.0,1.0,1.0,19.0,2.0,30.0,3.0,2.0,0.0,20.0,9.333333333333334,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bankofamerica-logins.dns05.com/bankofamerica./en/
4932,35.0,2.0,0.0,0.0,4.0,1.0,22.0,2.0,1.0,0.0,18.0,10.5,2.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://corewellnesshawaii.com/cg/index.php
4933,24.0,2.0,0.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://test.dxbproductions.com/
4934,98.0,3.0,0.0,5.0,1.0,0.0,50.0,3.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,11.0,1.0,0.0,36.0,1.0,32.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://usbank-link-mupyndtfft---com.illmickelsonbeats.com/getStep.php?id=48059f4c99f7301fafdfe24d247a74a3
4935,66.0,4.0,1.0,1.0,19.0,2.0,30.0,3.0,2.0,0.0,20.0,9.333333333333334,14.0,8.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bankofamerica-logins.dns05.com/bankofamerica./en/confirm_login.php
4936,60.0,4.0,1.0,1.0,19.0,2.0,30.0,3.0,2.0,0.0,20.0,9.333333333333334,14.0,8.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bankofamerica-logins.dns05.com/bankofamerica./en/profile.php
4937,60.0,2.0,1.0,0.0,22.0,2.0,27.0,2.0,2.0,0.0,23.0,13.0,10.0,9.5,0.0,9.0,1.0,0.0,2.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://paulmitchellforcongress.com/wp-content/languages/login.php?=
4938,86.0,1.0,1.0,0.0,77.0,7.0,9.0,2.0,7.0,0.0,6.0,4.0,23.0,9.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://enorma.is/includes/Update/cs/customer_center/xBanana-MotherFucker461/myaccount/signin/
4939,39.0,2.0,0.0,1.0,19.0,3.0,20.0,3.0,3.0,0.0,13.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.extend-memory.eu/media/moxie/files/
4940,275.0,3.0,0.0,1.0,50.0,4.0,33.0,3.0,4.0,0.0,18.0,10.333333333333334,27.0,11.25,0.0,16.0,1.0,0.0,176.0,3.0,50.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://federalidentity-my.sharepoint.com/personal/ebellan_federalidentity_com/_layouts/15/guestaccess.aspx?guestaccesstoken=1XCB0diATofV%2fGR5mww7d1BVOIXboRYr2afSDyMlV9o%3d&amp;docid=1_1aff98d5f39a24cb492acb9f525098765&amp;wdFormId=%7BDC5C03C6%2D11D2%2D4463%2DB982%2D1ADBFC06BB92%7D
4941,126.0,2.0,1.0,0.0,92.0,9.0,27.0,3.0,9.0,0.0,11.0,8.333333333333334,15.0,9.11111111111111,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://wpcorporate.sfdevserver.com/wp-content/themes/twentyseventeen/template-parts/navigation/updateinfo/account/app/captcha/captcha
4942,116.0,2.0,1.0,0.0,84.0,8.0,27.0,3.0,8.0,0.0,11.0,8.333333333333334,15.0,9.375,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://wpcorporate.sfdevserver.com/wp-content/themes/twentyseventeen/template-parts/navigation/updateinfo/account/app/index
4943,107.0,2.0,1.0,0.0,80.0,7.0,27.0,3.0,7.0,0.0,11.0,8.333333333333334,15.0,10.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://wpcorporate.sfdevserver.com/wp-content/themes/twentyseventeen/template-parts/navigation/updateinfo/account/
4944,26.0,1.0,0.0,0.0,9.0,1.0,17.0,2.0,1.0,0.0,13.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://godandgoddess.com/Support/
4945,216.0,1.0,1.0,0.0,194.0,23.0,22.0,2.0,23.0,0.0,18.0,10.5,38.0,7.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://transferaccountant.com/wp-content/plugins/dup/systeme/securedID/renew/information-IDP09470394895893493848374/SolvingAcc/resolvedTM/with-a/Ppluser/update2020user/Help/teams/PPL0293920USER/Up/PPL/IN/V/DelP/P/OK/set-up/
4946,45.0,4.0,0.0,0.0,0.0,0.0,45.0,5.0,0.0,0.0,17.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bcpzonasegurabeta.viabcp.com.thephysiofix.com
4947,27.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://forms.gle/C7HAGVSBu8N8Ug4p7
4948,105.0,2.0,0.0,0.0,68.0,4.0,15.0,3.0,4.0,0.0,6.0,4.333333333333333,56.0,15.75,0.0,8.0,0.0,0.0,14.0,1.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://docs.google.com/forms/d/e/1FAIpQLScIUlr1COCxx8hntQBhpUPc2jKxZF4AxUZOjmtF1PAyDpcc8w/viewform?usp=send_form
4949,159.0,6.0,1.0,0.0,41.0,4.0,30.0,3.0,4.0,0.0,15.0,9.333333333333334,32.0,9.0,0.0,17.0,1.0,0.0,71.0,2.0,54.0,4.0,-1.0,-1.0,-1.0,-1.0,1,https://firebasestorage.googleapis.com/v0/b/onlineupdatebase3456.appspot.com/o/sm123%2Findex.htm?alt=media&token=158cbd55-4c67-4ef6-b13f-d69aba854f3a#sdeco@prodigy.net
4950,46.0,2.0,1.0,0.0,23.0,3.0,14.0,2.0,3.0,0.0,11.0,6.5,10.0,6.333333333333333,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://perchatki36.ru/admin/view/NetBanking/Login.htm
4951,58.0,2.0,1.0,0.0,29.0,3.0,19.0,2.0,3.0,0.0,15.0,9.0,10.0,8.333333333333334,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://beyourstyleland.com/Authourity/Authourity/water/signin.php
4952,178.0,7.0,1.0,0.0,5.0,1.0,17.0,2.0,1.0,0.0,13.0,8.0,3.0,3.0,0.0,9.0,1.0,0.0,147.0,4.0,32.0,2.0,-1.0,-1.0,-1.0,-1.0,1,http://kinstationery.com/4tr/login.php?ul=_LkeFUq_VJOXRTIPtoGYDw17dsfsfd18&fid.18InboxLight.aspxn.1774256418&fid.1r245964252813InboxLight94552_Product-email&email=nobody@mycraftmail.com
4953,51.0,2.0,0.0,0.0,5.0,1.0,17.0,2.0,1.0,0.0,13.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,29.0,1.0,22.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://kinstationery.com/4tr/?email=nobody@mycraftmail.com
4954,137.0,2.0,0.0,0.0,20.0,3.0,26.0,2.0,3.0,0.0,22.0,12.5,7.0,5.333333333333333,0.0,5.0,1.0,0.0,86.0,1.0,14.0,2.0,-1.0,-1.0,-1.0,-1.0,1,http://thetopratedquadcopters.com/sbys/DHL33/D2017HL/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=
4955,28.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://liuyunhuan.qiein.com/plugins
4956,23.0,3.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,6.0,3.6666666666666665,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.ustore.bg/kunde.php
4957,19.0,1.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mythree3billing.com
4958,22.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://www.truckcalling.com/0
4959,23.0,2.0,0.0,0.0,3.0,1.0,20.0,3.0,1.0,0.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://www.truckcalling.com/0/
4960,22.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.truckcalling.com/0
4961,23.0,2.0,0.0,0.0,3.0,1.0,20.0,3.0,1.0,0.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.truckcalling.com/0/
4962,14.0,1.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://0hnx138db.com/
4963,52.0,1.0,0.0,0.0,33.0,5.0,17.0,2.0,5.0,0.0,13.0,8.0,8.0,5.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://urbanmeisters.ovh/wp-admin/css/colors/blue/sparka/DE
4964,57.0,1.0,0.0,0.0,36.0,6.0,21.0,2.0,6.0,0.0,13.0,10.0,8.0,4.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://urbanmeisters.ovh:443/wp-admin/css/colors/blue/sparka/DE/
4965,169.0,5.0,0.0,0.0,40.0,4.0,30.0,3.0,4.0,0.0,15.0,9.333333333333334,31.0,8.75,0.0,42.0,1.0,0.0,57.0,2.0,36.0,4.0,-1.0,-1.0,-1.0,-1.0,1,https://firebasestorage.googleapis.com/v0/b/vgty56e4sexdfgy6yhj.appspot.com/o/7%20r6%20viy%3Dg97%2Fgh%2087%20go%3Dg.html?alt=media&amp;token=68ec8a71-d840-4d58-945d-a9f594598d82
4966,38.0,2.0,0.0,0.0,9.0,2.0,12.0,2.0,2.0,0.0,9.0,5.5,4.0,3.0,0.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://vkalathur.in/2017/07/blog-post_78.html
4967,17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,9.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.vkalathur.in/
4968,38.0,1.0,0.0,1.0,27.0,3.0,11.0,2.0,3.0,0.0,8.0,5.0,10.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://maks-gum.pl/wordpress/wp-content/AT_T/
4969,51.0,2.0,0.0,5.0,1.0,0.0,50.0,3.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://usbank-link-mupyndtfft---com.illmickelsonbeats.com/
4970,76.0,2.0,0.0,0.0,23.0,3.0,24.0,2.0,3.0,0.0,20.0,11.5,9.0,6.333333333333333,0.0,0.0,0.0,0.0,29.0,1.0,22.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://elearningytecnologia.com/img/champions/passion/?email=nobody@mycraftmail.com
4971,39.0,1.0,0.0,0.0,18.0,3.0,14.0,2.0,3.0,0.0,10.0,6.5,7.0,4.666666666666667,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://vmorefraud.com/neaca/newyear/xb/2d31d5=
4972,64.0,1.0,0.0,0.0,18.0,3.0,14.0,2.0,3.0,0.0,10.0,6.5,7.0,4.666666666666667,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://vmorefraud.com/neaca/newyear/xb/012962f7ce4c0854415e6bd26453556=
4973,20.0,2.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.alertasexito.com
4974,30.0,2.0,0.0,1.0,1.0,0.0,29.0,3.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.feitoparavoce-digital.com/
4975,207.0,7.0,0.0,0.0,38.0,4.0,30.0,3.0,4.0,0.0,15.0,9.333333333333334,29.0,8.25,0.0,43.0,1.0,0.0,96.0,2.0,75.0,6.0,-1.0,-1.0,-1.0,-1.0,1,https://firebasestorage.googleapis.com/v0/b/fgets4e5rufybjdac.appspot.com/o/bvc%205%20trdy%2Bu%2Fn%20bv%20cyt%3Dfi.html?alt=media&amp;token=1d549bed-c105-4f07-a265-f4648e1d6adb#www-data@nodens.juliana-multimedia.com
